Адыгея|Алтайский край|Амурская обл.|Архангельская обл.|Астраханская обл.|Башкортостан|Белгородская обл.|Брянская обл.|Бурятия|Владимирская обл.|Волгоградская обл.|Вологодская обл.|Воронежская обл.|Дагестан|ЕАО|Забайкальский край|Ивановская обл.|Ингушетия|Иркутская обл.|Кабардино-Балкария|Калининградская обл.|Калмыкия|Калужская обл.|Камчатский край|Карачаево-Черкесия|Карелия|Кемеровская обл.|Кировская обл.|Коми|Костромская обл.|Краснодарский край|Красноярский край|Курганская обл.|Курская обл.|Ленинградская обл.|Липецкая обл.|Магаданская обл.|Марий Эл|Мордовия|Москва|Московская обл.|Мурманская обл.|НАО|Нижегородская обл.|Новгородская обл.|Новосибирская обл.|Омская обл.|Оренбургская обл.|Орловская обл.|Пензенская обл.|Пермский край|Приморский край|Псковская обл.|Респ. Алтай|Ростовская обл.|Рязанская обл.|Самарская обл.|Санкт-Петербург|Саратовская обл.|Сахалинская обл.|Свердловская обл.|Северная Осетия|Смоленская обл.|Ставропольский край|Тамбовская обл.|Татарстан|Тверская обл.|Томская обл.|Тульская обл.|Тыва|Тюменская обл.|Удмуртия|Ульяновская обл.|ХМАО|Хабаровский край|Хакасия|Челябинская обл.|Чечня|Чувашия|Чукотка|ЯНАО|Якутия|Ярославская обл.
Агаякан|81|63.338|141.735
Агвали|13|42.538|46.125
Агдай|81|66.999|131.904
Агдары|81|61.998|117.476
Агеевка|22|53.307|35.244
Агеевка|35|52.726|38.412
Агеевка|48|52.782|35.795
Агеевка|58|52.328|44.587
Агеево|11|60.567|46.774
Агеево|27|56.840|47.258
Агеево|50|57.981|54.385
Агеево|66|55.807|32.142
Агеево|68|54.159|36.469
Агеево|82|57.981|39.920
Агеевщина|62|55.575|31.858
Агельдино|27|56.531|50.877
Агерзе|65|54.833|53.000
Агзу|51|47.593|138.394
Аги|25|61.692|32.189
Агибалово|48|53.062|37.378
Агибалово|62|55.407|33.504
Агибино|29|58.676|42.885
Агиво|59|52.400|143.200
Агинский Дацан|15|51.080|114.465
Агинский|23|55.455|158.019
Агинское|31|55.259|94.912
Агир-Тюбе|13|44.234|45.833
Агирзя|5|55.581|57.237
Агириш|73|61.925|63.023
Агирово|65|54.967|53.250
Агиртамак|5|54.626|53.767
Агиш|50|56.467|54.317
Агишбатой|77|43.014|46.107
Агишево|50|58.983|55.570
Агишево|55|54.117|41.733
Агишты|77|43.023|45.892
Агламазово|55|53.849|39.889
Аглоби|13|41.901|48.350
Агломазово|55|54.486|40.267
Аглос|54|47.366|39.911
Агнево|59|50.567|142.083
